Year ended March,Region,Region Code,Industry,Measure,Value,Value Unit,Value Label,Null Reason,Metadata 1
2000,Taranaki,Taranaki Region,Food and beverage services,Regional GDP by industry,24,nzd,NZD millions,
2000,Taranaki,Taranaki Region,"Transport, Postal and Warehousing",Regional GDP by industry,105,nzd,NZD millions,
2000,Taranaki,Taranaki Region,"Information Media, Telecommunications and Other Services",Regional GDP by industry,89,nzd,NZD millions,
2000,Taranaki,Taranaki Region,Financial and Insurance Services,Regional GDP by industry,52,nzd,NZD millions,
2000,Taranaki,Taranaki Region,"Rental, Hiring and Real Estate Services",Regional GDP by industry,126,nzd,NZD millions,
2000,Taranaki,Taranaki Region,Owner-Occupied Property Operation,Regional GDP by industry,186,nzd,NZD millions,
2000,Taranaki,Taranaki Region,"Professional, Scientific, and Technical Services",Regional GDP by industry,111,nzd,NZD millions,
2000,Taranaki,Taranaki Region,Administrative and Support Services,Regional GDP by industry,30,nzd,NZD millions,
2000,Taranaki,Taranaki Region,Public Administration and Safety,Regional GDP by industry,58,nzd,NZD millions,
2000,Taranaki,Taranaki Region,Education and Training,Regional GDP by industry,109,nzd,NZD millions,
2000,Taranaki,Taranaki Region,Health Care and Social Assistance,Regional GDP by industry,133,nzd,NZD millions,
2000,Taranaki,Taranaki Region,Total All Industries,Regional GDP by industry,3595,nzd,NZD millions,
2000,Taranaki,Taranaki Region,"GST on Production, Import Duties and Other Taxes",Regional GDP by industry,266,nzd,NZD millions,
2000,Taranaki,Taranaki Region,Gross Domestic Product,Regional GDP by industry,3861,nzd,NZD millions,
2000,Manawatū-Whanganui,Manawatu-Wanganui Region,Agriculture,Regional GDP by industry,486,nzd,NZD millions,
2000,Manawatū-Whanganui,Manawatu-Wanganui Region,"Forestry, Fishing, and Mining",Regional GDP by industry,94,nzd,NZD millions,
2000,Manawatū-Whanganui,Manawatu-Wanganui Region,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Regional GDP by industry,279,nzd,NZD millions,
2000,Manawatū-Whanganui,Manawatu-Wanganui Region,Primary Manufacturing,Regional GDP by industry,380,nzd,NZD millions,
2000,Manawatū-Whanganui,Manawatu-Wanganui Region,Other Manufacturing,Regional GDP by industry,218,nzd,NZD millions,
2000,Manawatū-Whanganui,Manawatu-Wanganui Region,Manufacturing,Regional GDP by industry,598,nzd,NZD millions,
2000,Manawatū-Whanganui,Manawatu-Wanganui Region,"Electricity, Gas, Water, and Waste services",Regional GDP by industry,185,nzd,NZD millions,
2000,Manawatū-Whanganui,Manawatu-Wanganui Region,Construction,Regional GDP by industry,254,nzd,NZD millions,
2000,Manawatū-Whanganui,Manawatu-Wanganui Region,Wholesale Trade,Regional GDP by industry,171,nzd,NZD millions,
2000,Manawatū-Whanganui,Manawatu-Wanganui Region,Retail Trade,Regional GDP by industry,275,nzd,NZD millions,
2000,Manawatū-Whanganui,Manawatu-Wanganui Region,Accommodation and Food Services,Regional GDP by industry,84,nzd,NZD millions,
2000,Manawatū-Whanganui,Manawatu-Wanganui Region,Accommodation,Regional GDP by industry,28,nzd,NZD millions,
2000,Manawatū-Whanganui,Manawatu-Wanganui Region,Food and beverage services,Regional GDP by industry,56,nzd,NZD millions,
2000,Manawatū-Whanganui,Manawatu-Wanganui Region,"Transport, Postal and Warehousing",Regional GDP by industry,172,nzd,NZD millions,
2000,Manawatū-Whanganui,Manawatu-Wanganui Region,"Information Media, Telecommunications and Other Services",Regional GDP by industry,255,nzd,NZD millions,
2000,Manawatū-Whanganui,Manawatu-Wanganui Region,Financial and Insurance Services,Regional GDP by industry,117,nzd,NZD millions,
2000,Manawatū-Whanganui,Manawatu-Wanganui Region,"Rental, Hiring and Real Estate Services",Regional GDP by industry,273,nzd,NZD millions,
2000,Manawatū-Whanganui,Manawatu-Wanganui Region,Owner-Occupied Property Operation,Regional GDP by industry,397,nzd,NZD millions,
2000,Manawatū-Whanganui,Manawatu-Wanganui Region,"Professional, Scientific, and Technical Services",Regional GDP by industry,227,nzd,NZD millions,
2000,Manawatū-Whanganui,Manawatu-Wanganui Region,Administrative and Support Services,Regional GDP by industry,57,nzd,NZD millions,
2000,Manawatū-Whanganui,Manawatu-Wanganui Region,Public Administration and Safety,Regional GDP by industry,355,nzd,NZD millions,
2000,Manawatū-Whanganui,Manawatu-Wanganui Region,Education and Training,Regional GDP by industry,418,nzd,NZD millions,
2000,Manawatū-Whanganui,Manawatu-Wanganui Region,Health Care and Social Assistance,Regional GDP by industry,323,nzd,NZD millions,
2000,Manawatū-Whanganui,Manawatu-Wanganui Region,Total All Industries,Regional GDP by industry,4742,nzd,NZD millions,
2000,Manawatū-Whanganui,Manawatu-Wanganui Region,"GST on Production, Import Duties and Other Taxes",Regional GDP by industry,355,nzd,NZD millions,
2000,Manawatū-Whanganui,Manawatu-Wanganui Region,Gross Domestic Product,Regional GDP by industry,5096,nzd,NZD millions,
2000,Wellington,Wellington Region,Agriculture,Regional GDP by industry,143,nzd,NZD millions,
2000,Wellington,Wellington Region,"Forestry, Fishing, and Mining",Regional GDP by industry,75,nzd,NZD millions,
2000,Wellington,Wellington Region,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Regional GDP by industry,590,nzd,NZD millions,
2000,Wellington,Wellington Region,Primary Manufacturing,Regional GDP by industry,1233,nzd,NZD millions,
2000,Wellington,Wellington Region,Other Manufacturing,Regional GDP by industry,664,nzd,NZD millions,
2000,Wellington,Wellington Region,Manufacturing,Regional GDP by industry,1897,nzd,NZD millions,
2000,Wellington,Wellington Region,"Electricity, Gas, Water, and Waste services",Regional GDP by industry,515,nzd,NZD millions,
2000,Wellington,Wellington Region,Construction,Regional GDP by industry,591,nzd,NZD millions,
2000,Wellington,Wellington Region,Wholesale Trade,Regional GDP by industry,760,nzd,NZD millions,
2000,Wellington,Wellington Region,Retail Trade,Regional GDP by industry,564,nzd,NZD millions,
2000,Wellington,Wellington Region,Accommodation and Food Services,Regional GDP by industry,279,nzd,NZD millions,
2000,Wellington,Wellington Region,Accommodation,Regional GDP by industry,94,nzd,NZD millions,
2000,Wellington,Wellington Region,Food and beverage services,Regional GDP by industry,185,nzd,NZD millions,
2000,Wellington,Wellington Region,"Transport, Postal and Warehousing",Regional GDP by industry,627,nzd,NZD millions,
2000,Wellington,Wellington Region,"Information Media, Telecommunications and Other Services",Regional GDP by industry,2124,nzd,NZD millions,
2000,Wellington,Wellington Region,Financial and Insurance Services,Regional GDP by industry,1576,nzd,NZD millions,
2000,Wellington,Wellington Region,"Rental, Hiring and Real Estate Services",Regional GDP by industry,704,nzd,NZD millions,
2000,Wellington,Wellington Region,Owner-Occupied Property Operation,Regional GDP by industry,1076,nzd,NZD millions,
2000,Wellington,Wellington Region,"Professional, Scientific, and Technical Services",Regional GDP by industry,1904,nzd,NZD millions,
2000,Wellington,Wellington Region,Administrative and Support Services,Regional GDP by industry,370,nzd,NZD millions,
2000,Wellington,Wellington Region,Public Administration and Safety,Regional GDP by industry,1539,nzd,NZD millions,
2000,Wellington,Wellington Region,Education and Training,Regional GDP by industry,609,nzd,NZD millions,
2000,Wellington,Wellington Region,Health Care and Social Assistance,Regional GDP by industry,667,nzd,NZD millions,
2000,Wellington,Wellington Region,Total All Industries,Regional GDP by industry,16021,nzd,NZD millions,
2000,Wellington,Wellington Region,"GST on Production, Import Duties and Other Taxes",Regional GDP by industry,1202,nzd,NZD millions,
2000,Wellington,Wellington Region,Gross Domestic Product,Regional GDP by industry,17223,nzd,NZD millions,
2000,West Coast,West Coast Region,Agriculture,Regional GDP by industry,73,nzd,NZD millions,
2000,West Coast,West Coast Region,"Forestry, Fishing, and Mining",Regional GDP by industry,,nzd,NZD millions,confidential
2000,West Coast,West Coast Region,"Forestry, Fishing, Mining, Electricity, Gas, Water and Waste Services",Regional GDP by industry,83,nzd,NZD millions,
2000,West Coast,West Coast Region,Primary Manufacturing,Regional GDP by industry,92,nzd,NZD millions,
2000,West Coast,West Coast Region,Other Manufacturing,Regional GDP by industry,12,nzd,NZD millions,
2000,West Coast,West Coast Region,Manufacturing,Regional GDP by industry,105,nzd,NZD millions,
2000,West Coast,West Coast Region,"Electricity, Gas, Water, and Waste services",Regional GDP by industry,,nzd,NZD millions,confidential
2000,West Coast,West Coast Region,Construction,Regional GDP by industry,31,nzd,NZD millions,
2000,West Coast,West Coast Region,Wholesale Trade,Regional GDP by industry,12,nzd,NZD millions,
2000,West Coast,West Coast Region,Retail Trade,Regional GDP by industry,37,nzd,NZD millions,
2000,West Coast,West Coast Region,Accommodation and Food Services,Regional GDP by industry,28,nzd,NZD millions,
2000,West Coast,West Coast Region,Accommodation,Regional GDP by industry,9,nzd,NZD millions,
2000,West Coast,West Coast Region,Food and beverage services,Regional GDP by industry,18,nzd,NZD millions,
2000,West Coast,West Coast Region,"Transport, Postal and Warehousing",Regional GDP by industry,43,nzd,NZD millions,
2000,West Coast,West Coast Region,"Information Media, Telecommunications and Other Services",Regional GDP by industry,27,nzd,NZD millions,
2000,West Coast,West Coast Region,Financial and Insurance Services,Regional GDP by industry,16,nzd,NZD millions,
2000,West Coast,West Coast Region,"Rental, Hiring and Real Estate Services",Regional GDP by industry,27,nzd,NZD millions,
2000,West Coast,West Coast Region,Owner-Occupied Property Operation,Regional GDP by industry,53,nzd,NZD millions,
2000,West Coast,West Coast Region,"Professional, Scientific, and Technical Services",Regional GDP by industry,14,nzd,NZD millions,
2000,West Coast,West Coast Region,Administrative and Support Services,Regional GDP by industry,7,nzd,NZD millions,
2000,West Coast,West Coast Region,Public Administration and Safety,Regional GDP by industry,23,nzd,NZD millions,
2000,West Coast,West Coast Region,Education and Training,Regional GDP by industry,29,nzd,NZD millions,
2000,West Coast,West Coast Region,Health Care and Social Assistance,Regional GDP by industry,40,nzd,NZD millions,
2000,West Coast,West Coast Region,Total All Industries,Regional GDP by industry,647,nzd,NZD millions,
2000,West Coast,West Coast Region,"GST on Production, Import Duties and Other Taxes",Regional GDP by industry,48,nzd,NZD millions,
2000,West Coast,West Coast Region,Gross Domestic Product,Regional GDP by industry,695,nzd,NZD millions,
